
Sync-Point 0, TimeBin=0, Time: 0.01, Redshift: 99, Systemstep: 0, Dloga: 0, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1799, TimeBin=16, Time: 0.834893, Redshift: 0.197758, Systemstep: 0.000469207, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1800, TimeBin=18, Time: 0.835363, Redshift: 0.197085, Systemstep: 0.000469471, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1801, TimeBin=16, Time: 0.835832, Redshift: 0.196412, Systemstep: 0.000469735, Dloga: 0.000562155, Nsync-grv:          9, Nsync-hyd:          0

Sync-Point 1802, TimeBin=17, Time: 0.836302, Redshift: 0.19574, Systemstep: 0.000469999, Dloga: 0.000562155, Nsync-grv:        482, Nsync-hyd:          0

Sync-Point 1803, TimeBin=16, Time: 0.836773, Redshift: 0.195068, Systemstep: 0.000470263, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1804, TimeBin=18, Time: 0.837243, Redshift: 0.194396, Systemstep: 0.000470528, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1805, TimeBin=16, Time: 0.837714, Redshift: 0.193725, Systemstep: 0.000470792, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1806, TimeBin=17, Time: 0.838185, Redshift: 0.193054, Systemstep: 0.000471057, Dloga: 0.000562155, Nsync-grv:        501, Nsync-hyd:          0

Sync-Point 1807, TimeBin=16, Time: 0.838656, Redshift: 0.192384, Systemstep: 0.000471322, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1808, TimeBin=18, Time: 0.839128, Redshift: 0.191714, Systemstep: 0.000471587, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1809, TimeBin=16, Time: 0.8396, Redshift: 0.191044, Systemstep: 0.000471852, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1810, TimeBin=17, Time: 0.840072, Redshift: 0.190374, Systemstep: 0.000472117, Dloga: 0.000562155, Nsync-grv:        502, Nsync-hyd:          0

Sync-Point 1811, TimeBin=16, Time: 0.840544, Redshift: 0.189705, Systemstep: 0.000472383, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1812, TimeBin=18, Time: 0.841017, Redshift: 0.189037, Systemstep: 0.000472649, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1813, TimeBin=16, Time: 0.84149, Redshift: 0.188369, Systemstep: 0.000472914, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1814, TimeBin=17, Time: 0.841963, Redshift: 0.187701, Systemstep: 0.00047318, Dloga: 0.000562155, Nsync-grv:        501, Nsync-hyd:          0

Sync-Point 1815, TimeBin=16, Time: 0.842436, Redshift: 0.187033, Systemstep: 0.000473446, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1816, TimeBin=18, Time: 0.84291, Redshift: 0.186366, Systemstep: 0.000473713, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1817, TimeBin=16, Time: 0.843384, Redshift: 0.185699, Systemstep: 0.000473979, Dloga: 0.000562155, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1818, TimeBin=17, Time: 0.843858, Redshift: 0.185033, Systemstep: 0.000474245, Dloga: 0.000562155, Nsync-grv:        499, Nsync-hyd:          0

Sync-Point 1819, TimeBin=16, Time: 0.844333, Redshift: 0.184367, Systemstep: 0.000474512, Dloga: 0.000562155, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1820, TimeBin=18, Time: 0.844808, Redshift: 0.183701, Systemstep: 0.000474779, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1821, TimeBin=17, Time: 0.845758, Redshift: 0.182371, Systemstep: 0.000950359, Dloga: 0.00112431, Nsync-grv:        493, Nsync-hyd:          0

Sync-Point 1822, TimeBin=18, Time: 0.846709, Redshift: 0.181043, Systemstep: 0.000951428, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1823, TimeBin=17, Time: 0.847662, Redshift: 0.179716, Systemstep: 0.000952498, Dloga: 0.00112431, Nsync-grv:        489, Nsync-hyd:          0

Sync-Point 1824, TimeBin=18, Time: 0.848615, Redshift: 0.17839, Systemstep: 0.00095357, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1825, TimeBin=16, Time: 0.849093, Redshift: 0.177728, Systemstep: 0.000477187, Dloga: 0.000562155, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1826, TimeBin=17, Time: 0.84957, Redshift: 0.177066, Systemstep: 0.000477455, Dloga: 0.000562155, Nsync-grv:        488, Nsync-hyd:          0

Sync-Point 1827, TimeBin=16, Time: 0.850048, Redshift: 0.176404, Systemstep: 0.000477724, Dloga: 0.000562155, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1828, TimeBin=18, Time: 0.850526, Redshift: 0.175743, Systemstep: 0.000477993, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1829, TimeBin=17, Time: 0.851483, Redshift: 0.174422, Systemstep: 0.000956792, Dloga: 0.00112431, Nsync-grv:        505, Nsync-hyd:          0

Sync-Point 1830, TimeBin=16, Time: 0.851961, Redshift: 0.173762, Systemstep: 0.000478799, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1831, TimeBin=18, Time: 0.85244, Redshift: 0.173102, Systemstep: 0.000479069, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1832, TimeBin=16, Time: 0.85292, Redshift: 0.172443, Systemstep: 0.000479338, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1833, TimeBin=17, Time: 0.853399, Redshift: 0.171784, Systemstep: 0.000479608, Dloga: 0.000562155, Nsync-grv:        508, Nsync-hyd:          0

Sync-Point 1834, TimeBin=16, Time: 0.853879, Redshift: 0.171126, Systemstep: 0.000479877, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1835, TimeBin=18, Time: 0.854359, Redshift: 0.170468, Systemstep: 0.000480147, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1836, TimeBin=16, Time: 0.85484, Redshift: 0.16981, Systemstep: 0.000480417, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1837, TimeBin=17, Time: 0.855321, Redshift: 0.169152, Systemstep: 0.000480687, Dloga: 0.000562155, Nsync-grv:        503, Nsync-hyd:          0

Sync-Point 1838, TimeBin=16, Time: 0.855802, Redshift: 0.168495, Systemstep: 0.000480958, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1839, TimeBin=18, Time: 0.856283, Redshift: 0.167839, Systemstep: 0.000481228, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1840, TimeBin=16, Time: 0.856764, Redshift: 0.167182, Systemstep: 0.000481499, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1841, TimeBin=17, Time: 0.857246, Redshift: 0.166526, Systemstep: 0.000481769, Dloga: 0.000562155, Nsync-grv:        505, Nsync-hyd:          0

Sync-Point 1842, TimeBin=16, Time: 0.857728, Redshift: 0.165871, Systemstep: 0.00048204, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1843, TimeBin=18, Time: 0.85821, Redshift: 0.165215, Systemstep: 0.000482311, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1844, TimeBin=16, Time: 0.858693, Redshift: 0.164561, Systemstep: 0.000482582, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1845, TimeBin=17, Time: 0.859176, Redshift: 0.163906, Systemstep: 0.000482854, Dloga: 0.000562155, Nsync-grv:        507, Nsync-hyd:          0

Sync-Point 1846, TimeBin=16, Time: 0.859659, Redshift: 0.163252, Systemstep: 0.000483125, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1847, TimeBin=18, Time: 0.860142, Redshift: 0.162598, Systemstep: 0.000483397, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1848, TimeBin=16, Time: 0.860626, Redshift: 0.161945, Systemstep: 0.000483669, Dloga: 0.000562155, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1849, TimeBin=17, Time: 0.86111, Redshift: 0.161292, Systemstep: 0.000483941, Dloga: 0.000562155, Nsync-grv:        497, Nsync-hyd:          0

Sync-Point 1850, TimeBin=16, Time: 0.861594, Redshift: 0.160639, Systemstep: 0.000484213, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1851, TimeBin=18, Time: 0.862079, Redshift: 0.159987, Systemstep: 0.000484485, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1852, TimeBin=16, Time: 0.862563, Redshift: 0.159335, Systemstep: 0.000484758, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1853, TimeBin=17, Time: 0.863048, Redshift: 0.158684, Systemstep: 0.00048503, Dloga: 0.000562155, Nsync-grv:        509, Nsync-hyd:          0

Sync-Point 1854, TimeBin=16, Time: 0.863534, Redshift: 0.158032, Systemstep: 0.000485303, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1855, TimeBin=18, Time: 0.864019, Redshift: 0.157382, Systemstep: 0.000485576, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1856, TimeBin=16, Time: 0.864505, Redshift: 0.156731, Systemstep: 0.000485849, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1857, TimeBin=17, Time: 0.864991, Redshift: 0.156081, Systemstep: 0.000486122, Dloga: 0.000562155, Nsync-grv:        507, Nsync-hyd:          0

Sync-Point 1858, TimeBin=16, Time: 0.865478, Redshift: 0.155431, Systemstep: 0.000486395, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1859, TimeBin=18, Time: 0.865964, Redshift: 0.154782, Systemstep: 0.000486669, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1860, TimeBin=16, Time: 0.866451, Redshift: 0.154133, Systemstep: 0.000486943, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1861, TimeBin=17, Time: 0.866938, Redshift: 0.153484, Systemstep: 0.000487216, Dloga: 0.000562155, Nsync-grv:        514, Nsync-hyd:          0

Sync-Point 1862, TimeBin=16, Time: 0.867426, Redshift: 0.152836, Systemstep: 0.00048749, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1863, TimeBin=18, Time: 0.867914, Redshift: 0.152188, Systemstep: 0.000487765, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1864, TimeBin=16, Time: 0.868402, Redshift: 0.151541, Systemstep: 0.000488039, Dloga: 0.000562155, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1865, TimeBin=17, Time: 0.86889, Redshift: 0.150894, Systemstep: 0.000488313, Dloga: 0.000562155, Nsync-grv:        509, Nsync-hyd:          0

Sync-Point 1866, TimeBin=16, Time: 0.869379, Redshift: 0.150247, Systemstep: 0.000488588, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1867, TimeBin=18, Time: 0.869868, Redshift: 0.1496, Systemstep: 0.000488863, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1868, TimeBin=16, Time: 0.870357, Redshift: 0.148954, Systemstep: 0.000489137, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1869, TimeBin=17, Time: 0.870846, Redshift: 0.148309, Systemstep: 0.000489413, Dloga: 0.000562155, Nsync-grv:        523, Nsync-hyd:          0

Sync-Point 1870, TimeBin=16, Time: 0.871336, Redshift: 0.147663, Systemstep: 0.000489688, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1871, TimeBin=18, Time: 0.871826, Redshift: 0.147018, Systemstep: 0.000489963, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1872, TimeBin=16, Time: 0.872316, Redshift: 0.146374, Systemstep: 0.000490239, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1873, TimeBin=17, Time: 0.872806, Redshift: 0.145729, Systemstep: 0.000490514, Dloga: 0.000562155, Nsync-grv:        530, Nsync-hyd:          0

Sync-Point 1874, TimeBin=16, Time: 0.873297, Redshift: 0.145085, Systemstep: 0.00049079, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1875, TimeBin=18, Time: 0.873788, Redshift: 0.144442, Systemstep: 0.000491066, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1876, TimeBin=16, Time: 0.87428, Redshift: 0.143799, Systemstep: 0.000491342, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1877, TimeBin=17, Time: 0.874771, Redshift: 0.143156, Systemstep: 0.000491618, Dloga: 0.000562155, Nsync-grv:        529, Nsync-hyd:          0

Sync-Point 1878, TimeBin=16, Time: 0.875263, Redshift: 0.142513, Systemstep: 0.000491895, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1879, TimeBin=18, Time: 0.875755, Redshift: 0.141871, Systemstep: 0.000492172, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1880, TimeBin=16, Time: 0.876248, Redshift: 0.14123, Systemstep: 0.000492448, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1881, TimeBin=17, Time: 0.876741, Redshift: 0.140588, Systemstep: 0.000492725, Dloga: 0.000562155, Nsync-grv:        535, Nsync-hyd:          0

Sync-Point 1882, TimeBin=16, Time: 0.877234, Redshift: 0.139947, Systemstep: 0.000493002, Dloga: 0.000562155, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1883, TimeBin=18, Time: 0.877727, Redshift: 0.139307, Systemstep: 0.000493279, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1884, TimeBin=16, Time: 0.87822, Redshift: 0.138666, Systemstep: 0.000493557, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1885, TimeBin=17, Time: 0.878714, Redshift: 0.138026, Systemstep: 0.000493834, Dloga: 0.000562155, Nsync-grv:        523, Nsync-hyd:          0

Sync-Point 1886, TimeBin=16, Time: 0.879208, Redshift: 0.137387, Systemstep: 0.000494112, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1887, TimeBin=18, Time: 0.879703, Redshift: 0.136748, Systemstep: 0.00049439, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1888, TimeBin=16, Time: 0.880197, Redshift: 0.136109, Systemstep: 0.000494668, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1889, TimeBin=17, Time: 0.880692, Redshift: 0.13547, Systemstep: 0.000494946, Dloga: 0.000562155, Nsync-grv:        534, Nsync-hyd:          0

Sync-Point 1890, TimeBin=16, Time: 0.881188, Redshift: 0.134832, Systemstep: 0.000495224, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1891, TimeBin=18, Time: 0.881683, Redshift: 0.134194, Systemstep: 0.000495503, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1892, TimeBin=16, Time: 0.882179, Redshift: 0.133557, Systemstep: 0.000495781, Dloga: 0.000562155, Nsync-grv:          9, Nsync-hyd:          0

Sync-Point 1893, TimeBin=17, Time: 0.882675, Redshift: 0.13292, Systemstep: 0.00049606, Dloga: 0.000562155, Nsync-grv:        536, Nsync-hyd:          0

Sync-Point 1894, TimeBin=16, Time: 0.883171, Redshift: 0.132283, Systemstep: 0.000496339, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1895, TimeBin=18, Time: 0.883668, Redshift: 0.131647, Systemstep: 0.000496618, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1896, TimeBin=16, Time: 0.884165, Redshift: 0.131011, Systemstep: 0.000496898, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1897, TimeBin=17, Time: 0.884662, Redshift: 0.130375, Systemstep: 0.000497177, Dloga: 0.000562155, Nsync-grv:        532, Nsync-hyd:          0

Sync-Point 1898, TimeBin=16, Time: 0.885159, Redshift: 0.12974, Systemstep: 0.000497457, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1899, TimeBin=18, Time: 0.885657, Redshift: 0.129105, Systemstep: 0.000497736, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1900, TimeBin=16, Time: 0.886155, Redshift: 0.128471, Systemstep: 0.000498016, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1901, TimeBin=17, Time: 0.886653, Redshift: 0.127836, Systemstep: 0.000498296, Dloga: 0.000562155, Nsync-grv:        536, Nsync-hyd:          0

Sync-Point 1902, TimeBin=16, Time: 0.887152, Redshift: 0.127203, Systemstep: 0.000498576, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1903, TimeBin=18, Time: 0.887651, Redshift: 0.126569, Systemstep: 0.000498857, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1904, TimeBin=16, Time: 0.88815, Redshift: 0.125936, Systemstep: 0.000499137, Dloga: 0.000562155, Nsync-grv:          9, Nsync-hyd:          0

Sync-Point 1905, TimeBin=17, Time: 0.888649, Redshift: 0.125303, Systemstep: 0.000499418, Dloga: 0.000562155, Nsync-grv:        544, Nsync-hyd:          0

Sync-Point 1906, TimeBin=16, Time: 0.889149, Redshift: 0.124671, Systemstep: 0.000499699, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1907, TimeBin=18, Time: 0.889649, Redshift: 0.124039, Systemstep: 0.00049998, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1908, TimeBin=16, Time: 0.890149, Redshift: 0.123407, Systemstep: 0.000500261, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1909, TimeBin=17, Time: 0.89065, Redshift: 0.122776, Systemstep: 0.000500542, Dloga: 0.000562155, Nsync-grv:        544, Nsync-hyd:          0

Sync-Point 1910, TimeBin=16, Time: 0.891151, Redshift: 0.122145, Systemstep: 0.000500824, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1911, TimeBin=18, Time: 0.891652, Redshift: 0.121514, Systemstep: 0.000501105, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1912, TimeBin=16, Time: 0.892153, Redshift: 0.120884, Systemstep: 0.000501387, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1913, TimeBin=17, Time: 0.892655, Redshift: 0.120254, Systemstep: 0.000501669, Dloga: 0.000562155, Nsync-grv:        549, Nsync-hyd:          0

Sync-Point 1914, TimeBin=16, Time: 0.893157, Redshift: 0.119624, Systemstep: 0.000501951, Dloga: 0.000562155, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1915, TimeBin=18, Time: 0.893659, Redshift: 0.118995, Systemstep: 0.000502233, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1916, TimeBin=16, Time: 0.894162, Redshift: 0.118366, Systemstep: 0.000502516, Dloga: 0.000562155, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1917, TimeBin=17, Time: 0.894664, Redshift: 0.117738, Systemstep: 0.000502798, Dloga: 0.000562155, Nsync-grv:        559, Nsync-hyd:          0

Sync-Point 1918, TimeBin=16, Time: 0.895167, Redshift: 0.117109, Systemstep: 0.000503081, Dloga: 0.000562155, Nsync-grv:          9, Nsync-hyd:          0

Sync-Point 1919, TimeBin=18, Time: 0.895671, Redshift: 0.116482, Systemstep: 0.000503364, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1920, TimeBin=16, Time: 0.896174, Redshift: 0.115854, Systemstep: 0.000503647, Dloga: 0.000562155, Nsync-grv:         12, Nsync-hyd:          0

Sync-Point 1921, TimeBin=17, Time: 0.896678, Redshift: 0.115227, Systemstep: 0.00050393, Dloga: 0.000562155, Nsync-grv:        548, Nsync-hyd:          0

Sync-Point 1922, TimeBin=16, Time: 0.897183, Redshift: 0.1146, Systemstep: 0.000504214, Dloga: 0.000562155, Nsync-grv:         11, Nsync-hyd:          0

Sync-Point 1923, TimeBin=18, Time: 0.897687, Redshift: 0.113974, Systemstep: 0.000504497, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1924, TimeBin=16, Time: 0.898192, Redshift: 0.113348, Systemstep: 0.000504781, Dloga: 0.000562155, Nsync-grv:          9, Nsync-hyd:          0

Sync-Point 1925, TimeBin=17, Time: 0.898697, Redshift: 0.112722, Systemstep: 0.000505065, Dloga: 0.000562155, Nsync-grv:        533, Nsync-hyd:          0

Sync-Point 1926, TimeBin=16, Time: 0.899202, Redshift: 0.112097, Systemstep: 0.000505349, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1927, TimeBin=18, Time: 0.899708, Redshift: 0.111472, Systemstep: 0.000505633, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1928, TimeBin=16, Time: 0.900214, Redshift: 0.110847, Systemstep: 0.000505917, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1929, TimeBin=17, Time: 0.90072, Redshift: 0.110223, Systemstep: 0.000506202, Dloga: 0.000562155, Nsync-grv:        552, Nsync-hyd:          0

Sync-Point 1930, TimeBin=16, Time: 0.901227, Redshift: 0.109599, Systemstep: 0.000506486, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1931, TimeBin=18, Time: 0.901733, Redshift: 0.108975, Systemstep: 0.000506771, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1932, TimeBin=16, Time: 0.90224, Redshift: 0.108352, Systemstep: 0.000507056, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1933, TimeBin=17, Time: 0.902748, Redshift: 0.107729, Systemstep: 0.000507341, Dloga: 0.000562155, Nsync-grv:        558, Nsync-hyd:          0

Sync-Point 1934, TimeBin=16, Time: 0.903255, Redshift: 0.107107, Systemstep: 0.000507626, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1935, TimeBin=18, Time: 0.903763, Redshift: 0.106484, Systemstep: 0.000507912, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1936, TimeBin=16, Time: 0.904271, Redshift: 0.105863, Systemstep: 0.000508197, Dloga: 0.000562155, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1937, TimeBin=17, Time: 0.90478, Redshift: 0.105241, Systemstep: 0.000508483, Dloga: 0.000562155, Nsync-grv:        554, Nsync-hyd:          0

Sync-Point 1938, TimeBin=16, Time: 0.905289, Redshift: 0.10462, Systemstep: 0.000508769, Dloga: 0.000562155, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1939, TimeBin=18, Time: 0.905798, Redshift: 0.103999, Systemstep: 0.000509055, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1940, TimeBin=16, Time: 0.906307, Redshift: 0.103379, Systemstep: 0.000509342, Dloga: 0.000562155, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1941, TimeBin=17, Time: 0.906817, Redshift: 0.102759, Systemstep: 0.000509628, Dloga: 0.000562155, Nsync-grv:        565, Nsync-hyd:          0

Sync-Point 1942, TimeBin=16, Time: 0.907327, Redshift: 0.102139, Systemstep: 0.000509914, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1943, TimeBin=18, Time: 0.907837, Redshift: 0.101519, Systemstep: 0.000510201, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1944, TimeBin=16, Time: 0.908347, Redshift: 0.1009, Systemstep: 0.000510488, Dloga: 0.000562155, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1945, TimeBin=17, Time: 0.908858, Redshift: 0.100282, Systemstep: 0.000510775, Dloga: 0.000562155, Nsync-grv:        584, Nsync-hyd:          0

Sync-Point 1946, TimeBin=16, Time: 0.909369, Redshift: 0.0996634, Systemstep: 0.000511062, Dloga: 0.000562155, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1947, TimeBin=18, Time: 0.909881, Redshift: 0.0990454, Systemstep: 0.00051135, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1948, TimeBin=16, Time: 0.910392, Redshift: 0.0984277, Systemstep: 0.000511637, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1949, TimeBin=17, Time: 0.910904, Redshift: 0.0978104, Systemstep: 0.000511925, Dloga: 0.000562155, Nsync-grv:        594, Nsync-hyd:          0

Sync-Point 1950, TimeBin=16, Time: 0.911416, Redshift: 0.0971934, Systemstep: 0.000512213, Dloga: 0.000562155, Nsync-grv:          8, Nsync-hyd:          0

Sync-Point 1951, TimeBin=18, Time: 0.911929, Redshift: 0.0965768, Systemstep: 0.000512501, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1952, TimeBin=16, Time: 0.912442, Redshift: 0.0959606, Systemstep: 0.000512789, Dloga: 0.000562155, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1953, TimeBin=17, Time: 0.912955, Redshift: 0.0953446, Systemstep: 0.000513077, Dloga: 0.000562155, Nsync-grv:        576, Nsync-hyd:          0

Sync-Point 1954, TimeBin=16, Time: 0.913468, Redshift: 0.094729, Systemstep: 0.000513366, Dloga: 0.000562155, Nsync-grv:         12, Nsync-hyd:          0

Sync-Point 1955, TimeBin=18, Time: 0.913982, Redshift: 0.0941138, Systemstep: 0.000513655, Dloga: 0.000562155, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1956, TimeBin=16, Time: 0.914496, Redshift: 0.0934989, Systemstep: 0.000513943, Dloga: 0.000562155, Nsync-grv:         13, Nsync-hyd:          0

Sync-Point 1957, TimeBin=17, Time: 0.91501, Redshift: 0.0928844, Systemstep: 0.000514232, Dloga: 0.000562155, Nsync-grv:        576, Nsync-hyd:          0

